Name,GeneID,RAPDB,Product
XM_026023538.1,LOC112936002,Os02g0498300,probable magnesium transporter NIPA2%2C transcript variant X3
XM_026023539.1,LOC112936002,Os02g0498300,probable magnesium transporter NIPA2%2C transcript variant X6
XM_026023540.1,LOC4329120,Os02g0307900,uncharacterized LOC4329120
XM_026023541.1,LOC9271966,Os02g0503350,major pollen allergen Ole e 10%2C transcript variant X2
XM_026023542.1,LOC4331004,Os02g0795732,uncharacterized LOC4331004
XM_026023543.1,LOC107277447,Os02g0504200,disease resistance protein RGA2%2C transcript variant X1
XM_026023544.1,LOC4329434,Os02g0505400,exocyst complex component EXO70B1%2C transcript variant X1
XM_026023545.1,LOC107277754,Os02g0506100,uncharacterized protein At5g41620%2C transcript variant X1
XM_026023546.1,LOC107277754,Os02g0506100,uncharacterized protein At5g41620%2C transcript variant X2
XM_026023547.1,LOC107277754,Os02g0506100,uncharacterized protein At5g41620%2C transcript variant X3
XM_026023548.1,LOC107277754,Os02g0506100,uncharacterized protein At5g41620%2C transcript variant X5
XM_026023549.1,LOC4330060,Os02g0632100,putative wall-associated receptor kinase-like 16
XM_026023550.1,LOC4329438,Os02g0506500,ubiquitin-like modifier-activating enzyme 5%2C transcript variant X1
XM_026023551.1,LOC4329438,Os02g0506500,ubiquitin-like modifier-activating enzyme 5%2C transcript variant X4
XM_026023552.1,LOC4329438,Os02g0506500,ubiquitin-like modifier-activating enzyme 5%2C transcript variant X5
XM_026023553.1,LOC4329438,Os02g0506500,ubiquitin-like modifier-activating enzyme 5%2C transcript variant X6
XM_026023554.1,LOC4329438,Os02g0506500,ubiquitin-like modifier-activating enzyme 5%2C transcript variant X8
XM_026023555.1,LOC4329438,Os02g0506500,ubiquitin-like modifier-activating enzyme 5%2C transcript variant X10
XM_026023556.1,LOC112938003,0,extensin-like
XM_026023557.1,LOC4328404,Os02g0164600,pentatricopeptide repeat-containing protein At4g21065%2C transcript variant X6
XM_026023558.1,LOC112936123,0,serine/threonine-protein phosphatase 7 long form homolog%2C transcript variant X1
XM_026023559.1,LOC9266803,Os02g0514700,dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1%2C mitochondrial
XM_026023560.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X1
XM_026023561.1,LOC4329474,Os02g0515200,uncharacterized protein At2g33490%2C transcript variant X2
XM_026023562.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X2
XM_026023563.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X3
XM_026023564.1,LOC9271219,Os02g0517333,uncharacterized LOC9271219%2C transcript variant X4
XM_026023565.1,LOC4329319,Os02g0465500,oligoribonuclease%2C transcript variant X2
XM_026023566.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X4
XM_026023567.1,LOC112938006,Os02g0518500,protein indeterminate-domain 2-like
XM_026023568.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X5
XM_026023569.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X6
XM_026023570.1,LOC112938007,0,uncharacterized LOC112938007
XM_026023571.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X7
XM_026023572.1,LOC4329063,Os02g0292600,GDSL esterase/lipase At5g55050%2C transcript variant X1
XM_026023573.1,LOC4329516,Os02g0525600,uncharacterized LOC4329516%2C transcript variant X1
XM_026023574.1,LOC112938008,Os02g0243700,uncharacterized LOC112938008
XM_026023575.1,LOC4329520,Os02g0526400,chaperone protein ClpD1%2C chloroplastic-like%2C transcript variant X1
XM_026023576.1,LOC107280065,Os02g0526600,protein ROOT PRIMORDIUM DEFECTIVE 1-like%2C transcript variant X2
XM_026023577.1,LOC107280065,Os02g0526600,protein ROOT PRIMORDIUM DEFECTIVE 1-like%2C transcript variant X3
XM_026023578.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X13
XM_026023579.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X14
XM_026023580.1,LOC4327298,Os01g0191300,NAC domain-containing protein 75%2C transcript variant X15
XM_026023581.1,LOC9271525,Os02g0528500,replication protein A 70 kDa DNA-binding subunit B-like
XM_026023582.1,LOC9268937,Os02g0528900,ABC transporter G family member 41-like%2C transcript variant X2
XM_026023583.1,LOC4329539,Os02g0529600,probable glycosyltransferase 2
XM_026023584.1,LOC4329546,Os02g0530600,poly [ADP-ribose] polymerase 3-like%2C transcript variant X1
XM_026023585.1,LOC4329546,Os02g0530600,poly [ADP-ribose] polymerase 3-like%2C transcript variant X2
XM_026023586.1,LOC4329546,Os02g0530600,poly [ADP-ribose] polymerase 3-like%2C transcript variant X3
XM_026023587.1,LOC4329546,Os02g0530600,poly [ADP-ribose] polymerase 3-like%2C transcript variant X4
XM_026023588.1,LOC4329546,Os02g0530600,poly [ADP-ribose] polymerase 3-like%2C transcript variant X5
XM_026023589.1,LOC4329546,Os02g0530600,poly [ADP-ribose] polymerase 3-like%2C transcript variant X6
XM_026023590.1,LOC4329546,Os02g0530600,poly [ADP-ribose] polymerase 3-like%2C transcript variant X7
XM_026023591.1,LOC4329556,Os02g0533300,alpha carbonic anhydrase 1%2C chloroplastic%2C transcript variant X2
XM_026023592.1,LOC4329567,Os02g0535400,cysteine and histidine-rich domain-containing protein RAR1-like%2C transcript variant X1
XM_026023593.1,LOC4329494,Os02g0520100,nudix hydrolase 12%2C mitochondrial%2C transcript variant X2
XM_026023594.1,LOC4329575,Os02g0537200,F-box/FBD/LRR-repeat protein At1g13570%2C transcript variant X2
XM_026023595.1,LOC4329579,Os02g0537900,pyrophosphate-energized membrane proton pump 3%2C transcript variant X1
XM_026023596.1,LOC4329579,Os02g0537900,pyrophosphate-energized membrane proton pump 3%2C transcript variant X2
XM_026023597.1,LOC4329579,Os02g0537900,pyrophosphate-energized membrane proton pump 3%2C transcript variant X3
XM_026023598.1,LOC4329579,Os02g0537900,pyrophosphate-energized membrane proton pump 3%2C transcript variant X4
XM_026023599.1,LOC4327304,Os01g0192000,zinc finger CCCH domain-containing protein 2-like
XM_026023600.1,LOC9266853,0,uncharacterized LOC9266853%2C transcript variant X2
XM_026023601.1,LOC107279982,Os02g0317900,uncharacterized LOC107279982
XM_026023602.1,LOC4327307,Os01g0192900,1-aminocyclopropane-1-carboxylate synthase 7
XM_026023603.1,LOC4331604,Os03g0145700,uncharacterized LOC4331604%2C transcript variant X10
XM_026023604.1,LOC4331604,Os03g0145700,uncharacterized LOC4331604%2C transcript variant X16
XM_026023605.1,LOC4332283,Os03g0254200,tyrosine-specific transport protein%2C transcript variant X2
XM_026023606.1,LOC4332966,Os03g0377700,probable glucomannan 4-beta-mannosyltransferase 5%2C transcript variant X2
XM_026023607.1,LOC4334726,Os03g0839700,uncharacterized LOC4334726%2C transcript variant X2
XM_026023608.1,LOC4333605,Os03g0654700,plant cysteine oxidase 3%2C transcript variant X2
XM_026023609.1,LOC4333605,Os03g0654700,plant cysteine oxidase 3%2C transcript variant X3
XM_026023610.1,LOC4333628,Os03g0659800,uncharacterized protein At4g15545%2C transcript variant X2
XM_026023611.1,LOC107276996,0,transcription factor HHO2-like
XM_026023612.1,LOC4327321,Os01g0195200,receptor-like serine/threonine-protein kinase ALE2%2C transcript variant X2
XM_026023613.1,LOC9269350,Os03g0807600,cycloartenol-C-24-methyltransferase 1-like%2C transcript variant X3
XM_026023614.1,LOC4331782,Os03g0172200,putative MO25-like protein At5g47540%2C transcript variant X2
XM_026023615.1,LOC4331944,Os03g0197000,dehydrodolichyl diphosphate synthase complex subunit NUS1%2C transcript variant X7
XM_026023616.1,LOC107280278,0,RNA-binding protein 24-like%2C transcript variant X1
XM_026023617.1,LOC107280278,0,RNA-binding protein 24-like%2C transcript variant X2
XM_026023618.1,LOC4333798,Os03g0694800,50S ribosomal protein L18%2C transcript variant X2
XM_026023619.1,LOC112938162,0,uncharacterized LOC112938162
XM_026023620.1,LOC4333130,Os03g0421000,uncharacterized LOC4333130%2C transcript variant X1
XM_026023621.1,LOC4333130,Os03g0421000,uncharacterized LOC4333130%2C transcript variant X2
XM_026023622.1,LOC4333130,Os03g0421000,uncharacterized LOC4333130%2C transcript variant X5
XM_026023623.1,LOC4334709,Os03g0837000,mRNA-decapping enzyme-like protein%2C transcript variant X2
XM_026023624.1,LOC107280684,0,uncharacterized LOC107280684%2C transcript variant X2
XM_026023625.1,LOC4334708,0,IAA-amino acid hydrolase ILR1-like 4
XM_026023626.1,LOC107280290,0,putative F-box protein At5g52610
XM_026023627.1,LOC107280289,0,myb-related protein 308-like
XM_026023628.1,LOC4333089,Os03g0410100,putative ubiquitin-like-specific protease 1B%2C transcript variant X6
XM_026023629.1,LOC4327327,Os01g0196600,ectonucleotide pyrophosphatase/phosphodiesterase family member 1
XM_026023630.1,LOC4333834,Os03g0701900,pinin%2C transcript variant X3
XM_026023631.1,LOC4331704,Os03g0161400,uncharacterized LOC4331704%2C transcript variant X2
XM_026023632.1,LOC4333726,Os03g0680800,BEL1-like homeodomain protein 7%2C transcript variant X2
XM_026023633.1,LOC9270221,Os03g0680700,BEL1-like homeodomain protein 11
XM_026023634.1,LOC4331539,Os03g0135800,uncharacterized LOC4331539%2C transcript variant X1
XM_026023635.1,LOC4331539,Os03g0135800,uncharacterized LOC4331539%2C transcript variant X2
XM_026023636.1,LOC4331539,Os03g0135800,uncharacterized LOC4331539%2C transcript variant X3
XM_026023637.1,LOC9269602,Os03g0407400,keratin-associated protein 5-5%2C transcript variant X3
XM_026023638.1,LOC4333949,Os03g0723400,hapless 2%2C transcript variant X1
XM_026023639.1,LOC4334397,Os03g0793600,type IV inositol polyphosphate 5-phosphatase 7%2C transcript variant X2
XM_026023640.1,LOC4331869,Os03g0186100,uroporphyrinogen-III synthase%2C chloroplastic-like%2C transcript variant X2
XM_026023641.1,LOC4331349,Os03g0109800,protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1%2C transcript variant X1
XM_026023642.1,LOC4331350,Os03g0109900,uncharacterized LOC4331350%2C transcript variant X4
XM_026023643.1,LOC4331440,Os03g0121800,endoribonuclease Dicer homolog 1
XM_026023644.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X2
XM_026023645.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X3
XM_026023646.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X4
XM_026023647.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X5
XM_026023648.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X6
XM_026023649.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X7
XM_026023650.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X8
XM_026023651.1,LOC9271269,Os01g0608300,aspartyl protease family protein At5g10770-like
XM_026023652.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X9
XM_026023653.1,LOC4331687,Os03g0158700,subtilisin-like protease SBT3.18%2C transcript variant X11
XM_026023654.1,LOC4333402,Os03g0602600,fructokinase-like 2%2C chloroplastic
XM_026023655.1,LOC4331306,Os03g0103800,uncharacterized LOC4331306%2C transcript variant X1
XM_026023656.1,LOC112938173,Os03g0325700,ricin B-like lectin R40G2
XM_026023657.1,LOC112938174,Os03g0325900,ricin B-like lectin R40G2
XM_026023658.1,LOC112938175,0,agamous-like MADS-box protein AGL80
XM_026023659.1,LOC107278214,Os03g0173301,uncharacterized LOC107278214%2C transcript variant X1
XM_026023660.1,LOC4333075,Os03g0405500,probable nucleoredoxin 1-1%2C transcript variant X1
XM_026023661.1,LOC4333075,Os03g0405500,probable nucleoredoxin 1-1%2C transcript variant X2
XM_026023662.1,LOC107280241,0,uncharacterized LOC107280241%2C transcript variant X1
XM_026023663.1,LOC112938177,Os03g0332366,uncharacterized LOC112938177
XM_026023664.1,LOC107277291,Os03g0333501,E3 ubiquitin ligase PQT3-like
XM_026023665.1,LOC4332748,Os03g0333800,uncharacterized LOC4332748
XM_026023666.1,LOC9272246,Os03g0222700,chaperone protein DnaJ%2C transcript variant X2
XM_026023667.1,LOC9272246,Os03g0222700,chaperone protein DnaJ%2C transcript variant X3
XM_026023668.1,LOC9272246,Os03g0222700,chaperone protein DnaJ%2C transcript variant X4
XM_026023669.1,LOC9272246,Os03g0222700,chaperone protein DnaJ%2C transcript variant X5
XM_026023670.1,LOC4327346,Os01g0200000,autophagy-related protein 3%2C transcript variant X2
XM_026023671.1,LOC4332665,Os03g0319400,CBL-interacting protein kinase 31-like%2C transcript variant X5
XM_026023672.1,LOC4327346,Os01g0200000,autophagy-related protein 3%2C transcript variant X3
XM_026023673.1,LOC112938178,Os03g0249550,peamaclein-like
XM_026023674.1,LOC107277626,Os01g0611200,uncharacterized LOC107277626
XM_026023675.1,LOC4331928,Os03g0194600,cytochrome b561 and DOMON domain-containing protein At5g35735
XM_026023676.1,LOC4331579,Os03g0141800,uncharacterized LOC4331579
XM_026023677.1,LOC9269649,Os03g0612400,LOB domain-containing protein 36%2C transcript variant X1
XM_026023678.1,LOC112938180,Os03g0113600,uncharacterized LOC112938180
XM_026023679.1,LOC112938181,0,uncharacterized LOC112938181
XM_026023680.1,LOC4333187,Os03g0434800,peroxidase 2-like
XM_026023681.1,LOC4334261,Os03g0771400,homeobox protein knotted-1-like 8%2C transcript variant X1
XM_026023682.1,LOC4334261,Os03g0771400,homeobox protein knotted-1-like 8%2C transcript variant X2
XM_026023683.1,LOC4332039,Os03g0212600,uncharacterized LOC4332039%2C transcript variant X2
XM_026023684.1,LOC4332646,Os03g0314200,protein REDUCED WALL ACETYLATION 1%2C transcript variant X1
XM_026023685.1,LOC4333647,Os03g0663100,uncharacterized LOC4333647%2C transcript variant X1
XM_026023686.1,LOC4333647,Os03g0663100,uncharacterized LOC4333647%2C transcript variant X2
XM_026023687.1,LOC4333647,Os03g0663100,uncharacterized LOC4333647%2C transcript variant X3
XM_026023688.1,LOC4333647,Os03g0663100,uncharacterized LOC4333647%2C transcript variant X4
XM_026023689.1,LOC4332458,Os03g0283400,uncharacterized LOC4332458%2C transcript variant X6
XM_026023690.1,LOC4331776,Os03g0171300,transcription factor ILI6-like%2C transcript variant X1
XM_026023691.1,LOC4331776,Os03g0171300,transcription factor ILI6-like%2C transcript variant X2
XM_026023692.1,LOC4331776,Os03g0171300,transcription factor ILI6-like%2C transcript variant X3
XM_026023693.1,LOC4332895,Os03g0362500,alpha-humulene synthase
XM_026023694.1,LOC4333579,Os03g0648300,protein IQ-DOMAIN 1%2C transcript variant X2
XM_026023695.1,LOC4333838,Os03g0702500,UDP-glycosyltransferase 91B1
XM_026023696.1,LOC4333337,Os03g0583900,endoribonuclease Dicer homolog 2a-like%2C transcript variant X3
XM_026023697.1,LOC107277248,Os03g0584050,leucine-rich repeat extensin-like protein 3
XM_026023698.1,LOC107276898,Os03g0834800,uncharacterized LOC107276898
XM_026023699.1,LOC4333081,Os03g0407000,inter-alpha-trypsin inhibitor heavy chain H3%2C transcript variant X2
XM_026023700.1,LOC4333080,Os03g0406900,protein LAZ1 homolog 2%2C transcript variant X3
XM_026023701.1,LOC4333080,Os03g0406900,protein LAZ1 homolog 2%2C transcript variant X6
XM_026023702.1,LOC4333026,Os03g0392300,ADP-ribosylation factor-related protein 1%2C transcript variant X1
XM_026023703.1,LOC4333026,Os03g0392300,ADP-ribosylation factor-related protein 1%2C transcript variant X2
XM_026023704.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X1
XM_026023705.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X2
XM_026023706.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X3
XM_026023707.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X4
XM_026023708.1,LOC9271430,Os01g0202601,protein FLOWERING LOCUS T%2C transcript variant X1
XM_026023709.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X7
XM_026023710.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X11
XM_026023711.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X13
XM_026023712.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X14
XM_026023713.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X15
XM_026023714.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X16
XM_026023715.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X17
XM_026023716.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X18
XM_026023717.1,LOC4331754,Os03g0168400,pentatricopeptide repeat-containing protein At5g15280%2C mitochondrial%2C transcript variant X19
XM_026023718.1,LOC4333256,Os03g0562400,uncharacterized LOC4333256%2C transcript variant X1
XM_026023719.1,LOC4333005,Os03g0388000,serine/arginine-rich splicing factor SC35%2C transcript variant X1
XM_026023720.1,LOC4333005,Os03g0388000,serine/arginine-rich splicing factor SC35%2C transcript variant X2
XM_026023721.1,LOC9271430,Os01g0202601,protein FLOWERING LOCUS T%2C transcript variant X5
XM_026023722.1,LOC4331596,Os03g0144100,xyloglucan galactosyltransferase KATAMARI1 homolog
XM_026023723.1,LOC9271430,Os01g0202601,protein FLOWERING LOCUS T%2C transcript variant X7
XM_026023724.1,LOC4331692,Os03g0159700,pentatricopeptide repeat-containing protein At5g02860%2C transcript variant X4
XM_026023725.1,LOC9271430,Os01g0202601,protein FLOWERING LOCUS T%2C transcript variant X8
XM_026023726.1,LOC112938188,Os03g0855900,protein RADIALIS-like 3
XM_026023727.1,LOC9271430,Os01g0202601,protein FLOWERING LOCUS T%2C transcript variant X9
XM_026023728.1,LOC4334644,Os03g0826900,uncharacterized LOC4334644%2C transcript variant X2
XM_026023729.1,LOC9271430,Os01g0202601,protein FLOWERING LOCUS T%2C transcript variant X10
XM_026023730.1,LOC9267831,Os03g0719900,protein NRT1/ PTR FAMILY 8.3
XM_026023731.1,LOC112936004,Os03g0719850,probable protein kinase At2g41970%2C transcript variant X1
XM_026023732.1,LOC112936004,Os03g0719850,probable protein kinase At2g41970%2C transcript variant X2
XM_026023733.1,LOC9271430,Os01g0202601,protein FLOWERING LOCUS T%2C transcript variant X11
XM_026023734.1,LOC4332943,Os03g0372900,uncharacterized LOC4332943
XM_026023735.1,LOC4332659,Os03g0318500,glucose-6-phosphate 1-dehydrogenase 4%2C chloroplastic
XM_026023736.1,LOC4332658,Os03g0318275,aspartic proteinase nepenthesin-1
XM_026023737.1,LOC9269462,Os03g0643250,putative hydrolase C777.06c%2C transcript variant X1
XM_026023738.1,LOC9269462,Os03g0643250,putative hydrolase C777.06c%2C transcript variant X2
XM_026023739.1,LOC9269462,Os03g0643250,putative hydrolase C777.06c%2C transcript variant X3
XM_026023740.1,LOC9269462,Os03g0643250,putative hydrolase C777.06c%2C transcript variant X7
XM_026023741.1,LOC9269462,Os03g0643250,putative hydrolase C777.06c%2C transcript variant X8
XM_026023742.1,LOC9269462,Os03g0643250,putative hydrolase C777.06c%2C transcript variant X9
XM_026023743.1,LOC9269462,Os03g0643250,putative hydrolase C777.06c%2C transcript variant X10
XM_026023744.1,LOC107276186,Os03g0756500,protein LEO1 homolog%2C transcript variant X2
XM_026023745.1,LOC4333302,0,protein FAR1-RELATED SEQUENCE 5-like
XM_026023746.1,LOC4332643,Os03g0313800,uncharacterized LOC4332643%2C transcript variant X1
XM_026023747.1,LOC107280388,0,uncharacterized LOC107280388%2C transcript variant X1
XM_026023748.1,LOC4327079,Os01g0203800,protein GRAVITROPIC IN THE LIGHT 1%2C transcript variant X3
XM_026023749.1,LOC4332491,Os03g0288600,beta-taxilin%2C transcript variant X5
XM_026023750.1,LOC4332490,Os03g0288500,RNA pseudouridine synthase 5-like%2C transcript variant X1
XM_026023751.1,LOC4333720,Os03g0679800,tankyrase-1
XM_026023752.1,LOC4333281,Os03g0569000,uncharacterized LOC4333281
XM_026023753.1,LOC4327085,Os01g0205300,uncharacterized LOC4327085%2C transcript variant X1
XM_026023754.1,LOC4333039,Os03g0396000,guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas
XM_026023755.1,LOC4327085,Os01g0205300,uncharacterized LOC4327085%2C transcript variant X3
XM_026023756.1,LOC9268012,0,uncharacterized protein DKFZp434B061-like%2C transcript variant X3
XM_026023757.1,LOC4333113,Os03g0415500,mitochondrial import inner membrane translocase subunit TIM17-1%2C transcript variant X1
XM_026023758.1,LOC107275999,Os03g0371800,transcription factor MYB4
XM_026023759.1,LOC112938193,Os03g0309300,glycine-rich cell wall structural protein-like
XM_026023760.1,LOC4332061,Os03g0215700,microtubule-associated protein 70-4-like%2C transcript variant X3
XM_026023761.1,LOC9272323,0,protochlorophyllide-dependent translocon component 52%2C chloroplastic-like%2C transcript variant X1
XM_026023762.1,LOC9272323,0,protochlorophyllide-dependent translocon component 52%2C chloroplastic-like%2C transcript variant X2
XM_026023763.1,LOC4332041,Os03g0212800,beta-glucosidase 6-like%2C transcript variant X2
XM_026023764.1,LOC4334257,Os03g0770700,AP2-like ethylene-responsive transcription factor CRL5%2C transcript variant X1
XM_026023765.1,LOC4334257,Os03g0770700,AP2-like ethylene-responsive transcription factor CRL5%2C transcript variant X2
XM_026023766.1,LOC107277311,Os03g0207800,uncharacterized LOC107277311%2C transcript variant X2
XM_026023767.1,LOC4332430,Os03g0278800,organelle RRM domain-containing protein 2%2C mitochondrial%2C transcript variant X2
XM_026023768.1,LOC4333696,Os03g0672700,uncharacterized LOC4333696%2C transcript variant X2
XM_026023769.1,LOC4333724,Os03g0680400,ankyrin repeat and SOCS box protein 3
XM_026023770.1,LOC112936131,Os03g0680500,uncharacterized LOC112936131
XM_026023771.1,LOC112938200,Os03g0746200,uncharacterized LOC112938200
XM_026023772.1,LOC4333471,Os03g0621600,putative B3 domain-containing protein Os03g0621600%2C transcript variant X1
XM_026023773.1,LOC4333471,Os03g0621600,putative B3 domain-containing protein Os03g0621600%2C transcript variant X3
XM_026023774.1,LOC4333471,Os03g0621600,putative B3 domain-containing protein Os03g0621600%2C transcript variant X4
XM_026023775.1,LOC4333471,Os03g0621600,putative B3 domain-containing protein Os03g0621600%2C transcript variant X5
XM_026023776.1,LOC4333471,Os03g0621600,putative B3 domain-containing protein Os03g0621600%2C transcript variant X7
XM_026023777.1,LOC112938201,Os03g0619875,cold and drought-regulated protein CORA-like
XM_026023778.1,LOC4334004,Os03g0732000,4-hydroxy-3-methylbut-2-enyl diphosphate reductase%2C chloroplastic-like
XM_026023779.1,LOC112938202,0,4-hydroxy-3-methylbut-2-enyl diphosphate reductase%2C chloroplastic-like
XM_026023780.1,LOC112938203,0,uncharacterized LOC112938203
XM_026023781.1,LOC4327096,Os01g0207200,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A
XM_026023782.1,LOC4325525,Os01g0207600,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A
XM_026023783.1,LOC4332002,Os03g0207200,uncharacterized LOC4332002%2C transcript variant X3
XM_026023784.1,LOC107280413,0,uncharacterized LOC107280413
XM_026023785.1,LOC112936075,Os01g0207400,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A-like
XM_026023786.1,LOC107276437,Os03g0642600,wall-associated receptor kinase 2
XM_026023787.1,LOC107275593,Os03g0692100,uncharacterized LOC107275593
XM_026023788.1,LOC4334817,Os03g0853200,tetraspanin-3
XM_026023789.1,LOC4332277,Os03g0253500,protein MOS2%2C transcript variant X3
XM_026023790.1,LOC4332277,Os03g0253500,protein MOS2%2C transcript variant X8
XM_026023791.1,LOC107280363,0,uncharacterized LOC107280363%2C transcript variant X3
XM_026023792.1,LOC9268854,Os01g0208600,SCAR-like protein 2%2C transcript variant X1
XM_026023793.1,LOC4332989,Os03g0383900,heavy metal-associated isoprenylated plant protein 23%2C transcript variant X3
XM_026023794.1,LOC112938209,Os03g0779600,uncharacterized LOC112938209
XM_026023795.1,LOC4333453,Os03g0616700,exportin-7-A%2C transcript variant X2
XM_026023796.1,LOC4333453,Os03g0616700,exportin-7-A%2C transcript variant X6
XM_026023797.1,LOC112938210,0,uncharacterized LOC112938210
XM_026023798.1,LOC9266575,Os03g0421700,probable acylpyruvase FAHD1%2C mitochondrial
XM_026023799.1,LOC9270588,Os03g0356470,protein DGS1%2C mitochondrial%2C transcript variant X2
XM_026023800.1,LOC9270588,Os03g0356470,protein DGS1%2C mitochondrial%2C transcript variant X3
XM_026023801.1,LOC107280305,0,uncharacterized LOC107280305%2C transcript variant X1
XM_026023802.1,LOC4333094,Os03g0411100,nuclear transcription factor Y subunit A-4%2C transcript variant X1
XM_026023803.1,LOC4333094,Os03g0411100,nuclear transcription factor Y subunit A-4%2C transcript variant X2
XM_026023804.1,LOC9268995,Os03g0279500,transcription factor bHLH110%2C transcript variant X4
XM_026023805.1,LOC107275934,Os03g0304200,uncharacterized LOC107275934
XM_026023806.1,LOC4334028,Os03g0736200,pentatricopeptide repeat-containing protein At1g77405
XM_026023807.1,LOC4334636,Os03g0825900,proline-rich receptor-like protein kinase PERK8%2C transcript variant X1
XM_026023808.1,LOC4331317,Os03g0105800,uncharacterized LOC4331317%2C transcript variant X1
XM_026023809.1,LOC4333763,Os03g0687800,uncharacterized LOC4333763
XM_026023810.1,LOC4334045,Os03g0738200,serine/threonine-protein kinase SMG1%2C transcript variant X5
XM_026023811.1,LOC4332682,Os03g0321900,tRNA-specific adenosine deaminase TAD2%2C transcript variant X3
XM_026023812.1,LOC4334500,Os03g0805900,protochlorophyllide-dependent translocon component 52%2C chloroplastic%2C transcript variant X1
XM_026023813.1,LOC4334500,Os03g0805900,protochlorophyllide-dependent translocon component 52%2C chloroplastic%2C transcript variant X2
XM_026023814.1,LOC4334500,Os03g0805900,protochlorophyllide-dependent translocon component 52%2C chloroplastic%2C transcript variant X3
XM_026023815.1,LOC4332708,Os03g0326000,phospholipid-transporting ATPase 1%2C transcript variant X1
XM_026023816.1,LOC4333909,Os03g0715500,vacuolar sorting protein 39%2C transcript variant X2
XM_026023817.1,LOC4333909,Os03g0715500,vacuolar sorting protein 39%2C transcript variant X3
XM_026023818.1,LOC112938213,Os03g0380700,E3 ubiquitin-protein ligase AIP2-like
XM_026023819.1,LOC4333880,Os03g0710800,14-3-3-like protein GF14-F%2C transcript variant X2
XM_026023820.1,LOC4333801,Os03g0695400,uncharacterized LOC4333801%2C transcript variant X1
XM_026023821.1,LOC4325561,Os01g0210800,phospho-N-acetylmuramoyl-pentapeptide-transferase homolog%2C transcript variant X3
XM_026023822.1,LOC112938214,0,uncharacterized LOC112938214
XM_026023823.1,LOC9267584,Os03g0165266,protein CHROMATIN REMODELING 35
XM_026023824.1,LOC112936089,Os03g0164800,probable myosin-binding protein 5%2C transcript variant X1
XM_026023825.1,LOC112936089,Os03g0164800,probable myosin-binding protein 5%2C transcript variant X3
XM_026023826.1,LOC112936089,Os03g0164800,probable myosin-binding protein 5%2C transcript variant X4
XM_026023827.1,LOC4331729,Os03g0165300,BEL1-like homeodomain protein 7%2C transcript variant X2
