ID,Raw_kit_germfree1,Raw_kit_germfree3,Raw_kit_germfree4,Raw_kit_microbiota1,Raw_kit_microbiota2,Raw_kit_microbiota3,Raw_MH63_germfree2,Raw_MH63_germfree3,Raw_MH63_microbiota1,Raw_MH63_microbiota3,Scale_kit_germfree1,Scale_kit_germfree3,Scale_kit_germfree4,Scale_kit_microbiota1,Scale_kit_microbiota2,Scale_kit_microbiota3,Scale_MH63_germfree2,Scale_MH63_germfree3,Scale_MH63_microbiota1,Scale_MH63_microbiota3,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,cl,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,RAPDB,Product,Gene
LOC4339611,513.2316188,468.2420778,496.0833439,251.125746,191.8043445,216.3428739,102.3882162,66.31199581,652.233618,542.5714546,0.789204627,0.571641088,0.706277811,-0.478305108,-0.76517565,-0.64651053,-1.197580357,-1.372040242,1.461400123,0.931088237,-1.166754442,1.20E-14,1.20E-13,2.819742504,7.75E-23,2.89E-21,9,-1.166754442,1.20E-14,1.20E-13,2.819742504,7.75E-23,2.89E-21,Os05g0562800,protein DMP6,LOC4339611
LOC4330873,1718.619641,1722.937258,2333.208455,487.8189779,761.5040573,849.7698461,87.89931769,90.52113714,4342.110624,4259.058554,0.033934875,0.0366851,0.42541403,-0.75005727,-0.575726074,-0.519502765,-1.004797036,-1.003126997,1.705039212,1.652136925,-1.460755082,7.92E-14,7.39E-13,5.591662837,2.57E-246,4.77E-243,9,-1.460755082,7.92E-14,7.39E-13,5.591662837,2.57E-246,4.77E-243,Os02g0771600,1-aminocyclopropane-1-carboxylate oxidase 1-like%2C transcript variant X1,LOC4330873
LOC4325200,573.2655925,759.8346896,545.4364038,283.8394448,186.9072123,198.6610044,769.8434748,768.3770943,629.3080076,917.0221768,0.038600594,0.757612048,-0.068649244,-1.076807684,-1.450371079,-1.405073593,0.796184519,0.790533292,0.254580298,1.363390847,-1.488402544,1.05E-13,9.71E-13,0.009628766,0.966449236,0.979936419,9,-1.488402544,1.05E-13,9.71E-13,0.009628766,0.966449236,0.979936419,Os01g0170000,galactinol--sucrose galactosyltransferase-like,LOC4325200
LOC4325024,182.4561948,185.118961,179.5430284,62.54089461,63.66271862,54.08571848,249.2090546,253.6696983,186.8437254,1444.309928,-0.250719344,-0.244280718,-0.257763444,-0.540677142,-0.537964547,-0.561121941,-0.089309481,-0.078523547,-0.2401102,2.800470363,-1.597592936,1.16E-13,1.07E-12,1.697893215,0.169525953,0.305980721,9,-1.597592936,1.16E-13,1.07E-12,1.697893215,0.169525953,0.305980721,Os01g0905300,exocyst complex component EXO70A1,LOC4325024
LOC9270180,97.70234945,166.9700433,132.7427129,29.82719589,15.5075853,16.64175953,849.0494533,788.3759502,320.9585467,2290.857253,-0.525816827,-0.428212508,-0.47644185,-0.621458934,-0.641636534,-0.640038382,0.532897826,0.447403483,-0.211229061,2.564532786,-2.685368174,1.17E-13,1.08E-12,0.673805165,0.574113539,0.719843577,9,-2.685368174,1.17E-13,1.08E-12,0.673805165,0.574113539,0.719843577,0,uncharacterized LOC9270180%2C transcript variant X1,LOC9270180
LOC107277318,204.8217928,238.3557864,222.0887697,84.67074962,54.68464291,47.84505865,85.00153799,93.67885122,124.9445771,392.281709,0.459952297,0.76852904,0.61884144,-0.64566662,-0.921596033,-0.984533263,-0.642622736,-0.562774893,-0.275070541,2.18494131,-1.829425276,2.23E-13,2.01E-12,1.536918993,0.003706189,0.01353334,9,-1.829425276,2.23E-13,2.01E-12,1.536918993,0.003706189,0.01353334,Os11g0664400,uncharacterized LOC107277318,LOC107277318
LOC4342055,1031.171785,709.0177199,894.3114827,412.7699044,413.807671,359.8780499,109.1497022,169.4639893,1608.231575,1638.752594,0.536193405,-0.046360954,0.288707577,-0.582068789,-0.580192185,-0.677713649,-1.131108182,-1.022041265,1.579696292,1.63488775,-1.150350611,2.32E-13,2.09E-12,3.546117646,4.38E-52,5.02E-50,9,-1.150350611,2.32E-13,2.09E-12,3.546117646,4.38E-52,5.02E-50,Os06g0713800,alpha-amylase isozyme 2A-like,LOC4342055
LOC4325371,284.8670912,261.3444155,330.1549527,105.838437,91.41313442,125.8533065,92.72895053,86.31085169,293.4478141,242.8410579,0.942629027,0.705196243,1.399754877,-0.864447369,-1.010053245,-0.662421619,-0.996771682,-1.06155458,1.029240983,0.518427365,-1.447591533,3.35E-13,2.98E-12,1.579970446,2.50E-08,2.70E-07,9,-1.447591533,3.35E-13,2.98E-12,1.579970446,2.50E-08,2.70E-07,Os01g0651800,phospholipase A1-II 3-like,LOC4325371
LOC4330777,393.1636713,346.039365,347.1732492,162.606326,160.7891739,175.7785851,414.3824977,478.9199697,272.8147647,637.6700507,0.353832632,0.046361744,0.053759973,-1.150479626,-1.162335956,-1.064534887,0.492278625,0.913364798,-0.431405137,1.949157834,-1.122323662,3.71E-13,3.28E-12,0.030243256,0.93771764,0.963324844,9,-1.122323662,3.71E-13,3.28E-12,0.030243256,0.93771764,0.963324844,Os02g0756200,protein EXORDIUM,LOC4330777
LOC4341236,360.2038425,361.7684271,389.7189906,146.2494766,170.5834383,186.1796848,161.3097369,136.8342771,332.4213519,346.4306001,0.952667606,0.967420373,1.230971587,-1.064749067,-0.835299483,-0.68823949,-0.92274299,-1.153526786,0.690701183,0.822797067,-1.146269817,8.04E-13,6.91E-12,1.186437158,8.72E-07,7.24E-06,9,-1.146269817,8.04E-13,6.91E-12,1.186437158,8.72E-07,7.24E-06,Os06g0543400,CBL-interacting protein kinase 25-like,LOC4341236
LOC4341818,321.3583301,362.9783549,284.2055521,138.5521357,142.0168338,118.5725367,85.96746456,108.4148503,657.9650207,511.1549541,0.249432054,0.464635765,0.057327033,-0.69579976,-0.677884925,-0.799107817,-0.967698119,-0.851629934,1.989916581,1.230809122,-1.2732452,1.42E-12,1.20E-11,2.588838998,1.61E-22,5.89E-21,9,-1.2732452,1.42E-12,1.20E-11,2.588838998,1.61E-22,5.89E-21,Os06g0674100,uncharacterized LOC4341818,LOC4341818
LOC4339688,396.6950815,373.8677055,405.8863723,198.2065275,173.8481931,203.8615543,82.10375829,74.73256671,524.9964799,533.2314139,0.582849426,0.449736457,0.636446476,-0.574594199,-0.716634626,-0.541618118,-1.25162271,-1.29460624,1.331011638,1.379031898,-1.034368967,3.63E-12,2.96E-11,2.753289295,3.95E-32,2.29E-30,9,-1.034368967,3.63E-12,2.96E-11,2.753289295,3.95E-32,2.29E-30,Os05g0575000,forkhead box protein L2,LOC4339688
LOC4337987,147.1420925,162.1303319,125.9353943,25.97852545,40.80943501,44.72472874,232.7883029,209.461701,124.9445771,973.9115155,-0.221910789,-0.167951974,-0.298256535,-0.658108956,-0.60471654,-0.590621181,0.08642216,0.002444598,-0.301823553,2.754522768,-1.96138603,7.29E-12,5.79E-11,1.313460152,0.289938444,0.45338934,9,-1.96138603,7.29E-12,5.79E-11,1.313460152,0.289938444,0.45338934,Os05g0181300,uncharacterized LOC4337987,LOC4337987
LOC4352864,980.5549047,1161.530736,811.7727446,517.6461738,405.645784,354.6775,403.7573055,416.8182594,283.1312894,1577.617782,0.674588899,1.096675857,0.28094104,-0.405045528,-0.666262197,-0.785134688,-0.670666665,-0.640204816,-0.95200074,2.067108838,-1.207048273,8.53E-12,6.74E-11,1.181469249,0.274383524,0.436551374,9,-1.207048273,8.53E-12,6.74E-11,1.181469249,0.274383524,0.436551374,Os12g0631600,uncharacterized LOC4352864%2C transcript variant X1,LOC4352864
LOC4325662,560.3170884,890.5068974,480.766877,243.4284052,144.4653999,203.8615543,169.0371494,179.9897029,622.4303244,9013.98836,-0.252133026,-0.131576515,-0.281177823,-0.367833126,-0.403965781,-0.382279488,-0.394994322,-0.390995405,-0.229454691,2.834410176,-1.707275206,1.14E-11,8.94E-11,4.787131349,0.001371519,0.005726381,9,-1.707275206,1.14E-11,8.94E-11,4.787131349,0.001371519,0.005726381,Os01g0186900,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1,LOC4325662
LOC4349395,89.46239227,99.21408367,79.9859937,20.2055198,17.9561514,11.44120968,69.5467129,55.78628219,132.9685408,570.5915767,-0.153148685,-0.094009895,-0.210617971,-0.573154554,-0.58679577,-0.626305405,-0.273926622,-0.357376271,0.110692824,2.764642349,-2.425344459,1.26E-11,9.77E-11,2.489523011,0.010062839,0.031595411,9,-2.425344459,1.26E-11,9.77E-11,2.489523011,0.010062839,0.031595411,0,ethylene-responsive transcription factor 5,LOC4349395
LOC4325693,160.0905967,344.8294372,151.4628391,26.94069306,46.52275591,45.76483871,251.1409077,188.4102738,240.71891,1968.201302,-0.314197614,0.00417255,-0.329066282,-0.543661848,-0.509915049,-0.511221208,-0.157285822,-0.265392824,-0.175246599,2.801814697,-2.456183346,1.94E-11,1.48E-10,2.329384179,0.067255526,0.151529398,9,-2.456183346,1.94E-11,1.48E-10,2.329384179,0.067255526,0.151529398,Os01g0135700,probable calcium-binding protein CML16,LOC4325693
LOC9270268,125.9536312,148.8211255,112.3207571,41.3732072,28.56660451,34.32362903,360.2906099,357.8742631,143.2850655,727.6740792,-0.375834684,-0.271145818,-0.438246862,-0.763049329,-0.821678783,-0.795322753,0.696975142,0.68591295,-0.296490259,2.378880397,-1.894171583,3.35E-11,2.50E-10,0.278936797,0.787205408,0.873568147,9,-1.894171583,3.35E-11,2.50E-10,0.278936797,0.787205408,0.873568147,0,ethylene-responsive transcription factor ERF014,LOC9270268
LOC4332162,612.111105,615.8532755,686.6882651,226.1093882,361.5715942,231.9445235,446.2580744,496.8136829,447.0494043,2084.527263,-0.016347213,-0.009381012,0.122481163,-0.734904895,-0.482736564,-0.724042557,-0.325089283,-0.23097799,-0.323616191,2.724614541,-1.220975331,1.54E-10,1.08E-09,1.42484643,0.151113416,0.280606747,9,-1.220975331,1.54E-10,1.08E-09,1.42484643,0.151113416,0.280606747,Os03g0233000,calcium uniporter protein 4%2C mitochondrial,LOC4332162
LOC4328512,1341.935884,2376.298297,1214.255458,651.3874715,653.7671489,609.5044428,855.8109393,973.6285099,365.6634871,4435.670233,-0.004787147,0.840736886,-0.109157596,-0.569265585,-0.567320353,-0.603502238,-0.402162688,-0.305854483,-0.802826368,2.524139572,-1.364174172,1.97E-10,1.37E-09,1.392122809,0.328969809,0.495796215,9,-1.364174172,1.97E-10,1.37E-09,1.392122809,0.328969809,0.495796215,Os02g0181300,WRKY transcription factor WRKY71-like,LOC4328512
LOC4329806,236.6044848,278.2834054,247.6162145,126.0439568,90.59694572,88.40934751,88.86524426,63.15428172,76.80079509,405.0181281,0.57802382,0.940490303,0.673788847,-0.383481065,-0.691750888,-0.710775637,-0.706810868,-0.930409801,-0.811731015,2.042656304,-1.321857951,2.17E-10,1.50E-09,1.665079059,0.123208371,0.240293146,9,-1.321857951,2.17E-10,1.50E-09,1.665079059,0.123208371,0.240293146,Os02g0585200,heavy metal-associated isoprenylated plant protein 47,LOC4329806
LOC4340441,92.99380249,130.6722078,102.960694,19.24335219,30.19898191,32.24340909,28.01187047,43.15542584,129.5296992,125.666002,0.415378739,1.216904996,0.627402714,-1.153501948,-0.920444715,-0.876953966,-0.966970762,-0.644824504,1.192600607,1.110408839,-1.997201134,7.85E-10,5.17E-09,1.845955853,9.96E-06,6.82E-05,9,-1.997201134,7.85E-10,5.17E-09,1.845955853,9.96E-06,6.82E-05,Os06g0207200,uncharacterized LOC4340441,LOC4340441
LOC4346997,117.713674,192.3785281,91.04788644,18.28118458,33.46373671,29.12307918,125.5704538,131.5714203,81.38591719,204.6318006,0.234066958,1.384075738,-0.176646894,-1.297419808,-1.063573931,-1.130429942,0.355079259,0.447507807,-0.325463223,1.572804037,-2.300875005,8.65E-10,5.68E-09,0.159445123,0.740203628,0.844478856,9,-2.300875005,8.65E-10,5.68E-09,0.159445123,0.740203628,0.844478856,Os09g0401000,transcription factor MYB20,LOC4346997
LOC4329591,291.9299116,448.8832322,311.4348265,106.8006046,122.428305,163.2972654,220.2312575,269.4582687,173.0883591,585.8752796,0.149428644,1.187775231,0.278466129,-1.075320111,-0.971932879,-0.701558571,-0.324903804,7.64E-04,-0.636784225,2.09406523,-1.42346123,8.88E-10,5.83E-09,0.633185107,0.442694152,0.607308367,9,-1.42346123,8.88E-10,5.83E-09,0.633185107,0.442694152,0.607308367,Os02g0540700,U-box domain-containing protein 27,LOC4329591
LOC4346922,127.130768,240.7756421,148.0591798,43.29754242,48.97132201,53.04560851,50.22818154,54.73371083,286.5701309,799.8471209,-0.249838592,0.238555675,-0.159897744,-0.610115877,-0.585732539,-0.568223098,-0.580331125,-0.560968398,0.435359675,2.641192022,-1.826052785,1.33E-09,8.61E-09,3.373922298,1.53E-12,2.70E-11,9,-1.826052785,1.33E-09,8.61E-09,3.373922298,1.53E-12,2.70E-11,Os09g0378700,U-box domain-containing protein 19,LOC4346922
LOC4339989,224.8331174,226.2565079,151.4628391,76.01124114,50.60369941,72.80769795,185.4579011,237.8811278,176.5272007,1536.861241,-0.156168847,-0.152948997,-0.322139683,-0.492818669,-0.550293045,-0.500065401,-0.245239486,-0.126652956,-0.265441615,2.811768698,-1.596503793,1.46E-09,9.35E-09,2.017261366,0.119892506,0.235391213,9,-1.596503793,1.46E-09,9.35E-09,2.017261366,0.119892506,0.235391213,Os06g0128800,uncharacterized LOC4339989,LOC4339989
LOC4331667,262.5014931,154.8707648,211.8777918,44.25971003,79.98649262,36.40384898,78.24005201,67.36456717,198.3065306,311.6177212,1.209308735,0.105881054,0.690315747,-1.028100863,-0.661830733,-1.108638965,-0.679735201,-0.791230414,0.551183498,1.712847143,-1.959475321,1.51E-09,9.68E-09,1.810582655,3.68E-07,3.29E-06,9,-1.959475321,1.51E-09,9.68E-09,1.810582655,3.68E-07,3.29E-06,Os03g0156000,expansin-A19-like,LOC4331667
LOC4329142,348.4324751,406.5357575,273.1436593,163.5684936,156.7082304,136.2544062,294.6076033,282.089125,278.5461673,1671.018189,-0.115873018,0.011982406,-0.281544959,-0.522663512,-0.53775942,-0.582767762,-0.234313863,-0.261860592,-0.269656819,2.79445754,-1.165981378,3.10E-09,1.92E-08,1.757524184,0.115935316,0.229322943,9,-1.165981378,3.10E-09,1.92E-08,1.757524184,0.115935316,0.229322943,Os02g0314600,aspartyl protease family protein 2,LOC4329142
LOC4345515,178.9247845,262.5543434,211.8777918,74.08690592,76.72173782,100.8906672,170.9690025,147.3599907,302.6180583,1525.823011,-0.28993614,-0.097890794,-0.214263474,-0.530683872,-0.524633293,-0.469132219,-0.308205648,-0.362420938,-0.005889233,2.803055609,-1.378995742,4.43E-09,2.69E-08,2.522273403,0.015103821,0.044553967,9,-1.378995742,4.43E-09,2.69E-08,2.522273403,0.015103821,0.044553967,Os08g0402500,uncharacterized LOC4345515,LOC4345515
LOC4331834,621.5281989,1016.339394,492.6796846,261.7095897,226.08427,309.9527713,55.05781438,66.31199581,90.55616138,1596.297863,0.299231592,1.09814178,0.038503446,-0.428870237,-0.50095895,-0.331248969,-0.8470352,-0.824262087,-0.77520342,2.271702045,-1.416806457,6.58E-09,3.92E-08,3.797122486,0.015971639,0.046723348,9,-1.416806457,6.58E-09,3.92E-08,3.797122486,0.015971639,0.046723348,Os03g0181100,protein TIFY 11b-like,LOC4331834
LOC4331964,121.2450843,141.5615584,130.1899685,53.88138612,41.62562371,46.80494868,113.0134085,95.78399395,143.2850655,114.6277721,0.538789712,1.058972267,0.76781433,-1.185988926,-1.499785196,-1.367173874,0.328026067,-0.113115482,1.103100904,0.369360198,-1.468484276,6.86E-09,4.07E-08,0.300377612,0.369680121,0.537551508,9,-1.468484276,6.86E-09,4.07E-08,0.300377612,0.369680121,0.537551508,Os03g0200200,uncharacterized LOC4331964,LOC4331964
LOC4334553,2961.676039,4087.136276,2322.146562,1586.614388,1660.944005,1412.46934,3936.150765,4007.139175,1911.995914,6668.789052,-0.056919065,0.625805726,-0.444869357,-0.891056643,-0.845966936,-0.996696218,0.534215149,0.577278019,-0.693674251,2.191883577,-1.006969604,1.07E-08,6.22E-08,0.111461076,0.893202016,0.936902133,9,-1.006969604,1.07E-08,6.22E-08,0.111461076,0.893202016,0.936902133,Os03g0815100,NAC domain-containing protein 2-like,LOC4334553
LOC4337457,495.5745677,508.1696969,375.2534385,185.6983486,264.4451389,175.7785851,378.6432147,418.9234021,385.150256,3046.551454,-0.148815666,-0.134154446,-0.288874135,-0.509523625,-0.417859302,-0.521070615,-0.284928304,-0.238040601,-0.277353855,2.820620549,-1.133371116,2.39E-08,1.34E-07,2.105391088,0.091354058,0.191412192,9,-1.133371116,2.39E-08,1.34E-07,2.105391088,0.091354058,0.191412192,Os04g0684900,probable CCR4-associated factor 1 homolog 11,LOC4337457
LOC112937816,138.9021354,187.5388167,153.1646688,41.3732072,64.47890732,66.56703813,175.7986354,209.461701,60.75286776,382.0925737,-0.089334748,0.38755955,0.050512805,-1.045629226,-0.819072308,-0.798597686,0.272444263,0.602518677,-0.855607017,2.295205691,-1.473718767,3.64E-08,2.01E-07,0.202136855,0.859698063,0.917440339,9,-1.473718767,3.64E-08,2.01E-07,0.202136855,0.859698063,0.917440339,Os02g0209250,uncharacterized LOC112937816,LOC112937816
LOC4335958,151.8506395,104.0537951,110.6189275,29.82719589,31.01517061,49.9252786,24.1481642,32.62971222,146.723907,129.0623804,1.352361918,0.440225877,0.565512262,-0.976285133,-0.953614294,-0.592741285,-1.084661523,-0.922803021,1.254525387,0.917479811,-1.732932572,4.56E-08,2.49E-07,2.282121073,2.85E-08,3.05E-07,9,-1.732932572,4.56E-08,2.49E-07,2.282121073,2.85E-08,3.05E-07,Os04g0445300,uncharacterized LOC4335958,LOC4335958
LOC4336721,27.07414503,108.8935065,31.48384858,2.886502828,1.6323774,5.200549854,0.965926568,2.105142724,10.31652471,121.420529,-0.090366999,1.70260098,0.006266086,-0.620408632,-0.647891207,-0.569699214,-0.662495635,-0.637531152,-0.457589085,1.977114857,-4.134699226,5.10E-08,2.76E-07,5.440258941,6.18E-05,3.59E-04,9,-4.134699226,5.10E-08,2.76E-07,5.440258941,6.18E-05,3.59E-04,Os04g0572400,dehydration-responsive element-binding protein 1E-like,LOC4336721
LOC4325516,218.9474337,228.6763636,192.3067508,99.10326376,64.47890732,102.9708871,139.0934258,133.676563,82.53219771,273.4084638,0.926396376,1.064148474,0.549190454,-0.770479443,-1.260726346,-0.715717692,-0.204257999,-0.28095546,-1.005109473,1.697511109,-1.268210272,5.57E-08,3.00E-07,0.388449735,0.474678809,0.635334053,9,-1.268210272,5.57E-08,3.00E-07,0.388449735,0.474678809,0.635334053,Os01g0675800,NAC domain-containing protein 2,LOC4325516
LOC4325959,54.14829006,143.9814141,39.14208202,5.773005656,7.345698302,14.56153959,3.863706272,0,2.292561048,382.9416683,-0.093885433,0.655358741,-0.219043208,-0.497354647,-0.484237762,-0.42405476,-0.513278968,-0.545503823,-0.526382947,2.648382808,-3.107134763,1.32E-07,6.86E-07,6.633468833,0.036435935,0.091960511,9,-3.107134763,1.32E-07,6.86E-07,6.633468833,0.036435935,0.091960511,Os01g0597600,amino acid transporter AVT1I,LOC4325959
LOC107278246,113.0051271,228.6763636,134.4445426,50.03271569,55.50083161,30.16318915,96.59265681,146.3074193,205.1842138,558.7042521,-0.31785453,0.434696302,-0.178370848,-0.727549646,-0.691974379,-0.856819715,-0.424633178,-0.101191611,0.281857641,2.581839964,-1.801766201,1.85E-07,9.42E-07,1.656254197,6.47E-04,0.002963962,9,-1.801766201,1.85E-07,9.42E-07,1.656254197,6.47E-04,0.002963962,Os02g0767800,ethylene-responsive transcription factor ERF014,LOC107278246
LOC4341688,194.2275622,244.4054256,154.8664984,93.33025811,81.61887002,66.56703813,178.6964151,131.5714203,60.75286776,311.6177212,0.515950745,1.125653817,0.03768085,-0.710036015,-0.85233919,-1.035231556,0.327234299,-0.245373863,-1.105878596,1.942339508,-1.290637062,2.49E-07,1.25E-06,0.264561697,0.802188174,0.882690179,9,-1.290637062,2.49E-07,1.25E-06,0.264561697,0.802188174,0.882690179,Os06g0650900,chaperone protein dnaJ 8%2C chloroplastic,LOC4341688
LOC4336542,67.0967942,85.90487733,44.24757098,14.43251414,9.794264402,16.64175953,81.13783172,49.47085402,80.23963666,99.34406915,0.373724319,0.94678529,-0.322465608,-1.23089659,-1.372218801,-1.163583387,0.801538815,-0.163318096,0.77417183,1.356262229,-2.275976925,2.75E-07,1.37E-06,0.459755756,0.299258251,0.463555263,9,-2.275976925,2.75E-07,1.37E-06,0.459755756,0.299258251,0.463555263,Os04g0541700,homeobox-leucine zipper protein HOX22,LOC4336542
LOC4346787,110.6508536,218.9969408,71.47684543,37.52453676,22.85328361,27.04285924,28.97779704,14.73599907,3.438841571,168.969827,0.550600472,2.035153905,0.013839895,-0.45137318,-0.652398061,-0.594992675,-0.568480241,-0.763620745,-0.918413912,1.349684541,-2.195839011,2.80E-07,1.39E-06,1.980492403,0.307766199,0.473149205,9,-2.195839011,2.80E-07,1.39E-06,1.980492403,0.307766199,0.473149205,Os09g0341600,uncharacterized LOC4346787,LOC4346787
LOC107278476,100.0566229,173.0196825,121.6808202,43.29754242,26.93422711,50.96538857,86.93339113,86.31085169,58.46030671,658.8974159,-0.217120656,0.173080743,-0.101475944,-0.520664295,-0.608174175,-0.479657184,-0.287302793,-0.290632091,-0.43957488,2.771521275,-1.711384477,2.93E-07,1.45E-06,2.050418673,0.142877871,0.268706571,9,-1.711384477,2.93E-07,1.45E-06,2.050418673,0.142877871,0.268706571,Os07g0566150,leucine-rich repeat protein soc-2 homolog,LOC107278476
LOC107277691,226.0102541,179.0693218,186.350347,92.3680905,102.0235875,69.68736804,26.08001734,15.78857043,122.652016,225.8591658,1.316293188,0.707072239,0.801568724,-0.418176104,-0.292862635,-0.712536922,-1.278493118,-1.412060236,-0.025137429,1.314332293,-1.156740587,3.41E-07,1.68E-06,3.055765671,1.98E-09,2.47E-08,9,-1.156740587,3.41E-07,1.68E-06,3.055765671,1.98E-09,2.47E-08,Os10g0328900,uncharacterized LOC107277691,LOC107277691
LOC107278220,63.56538398,78.64531023,68.07318613,22.12985502,16.323774,21.84230939,42.500769,43.15542584,112.3354913,78.11670395,0.287864712,0.775803547,0.433722967,-1.052858272,-1.240724735,-1.062162342,-0.393719768,-0.372537138,1.865911512,0.758699516,-1.808862675,3.90E-07,1.90E-06,1.148136518,0.008551594,0.027490977,9,-1.808862675,3.90E-07,1.90E-06,1.148136518,0.008551594,0.027490977,Os06g0661200,B-box zinc finger protein 32,LOC107278220
LOC4330829,43.55405939,165.7601154,29.78201893,2.886502828,5.713320901,12.48131965,28.97779704,44.20799721,8.023963666,200.3863275,-0.151729572,1.593707579,-0.348432026,-0.732573651,-0.692198948,-0.595533391,-0.359918517,-0.142389549,-0.659196641,2.088264715,-3.5129374,6.44E-07,3.06E-06,1.511407933,0.376177755,0.54379454,9,-3.5129374,6.44E-07,3.06E-06,1.511407933,0.376177755,0.54379454,Os02g0764700,ethylene-responsive transcription factor ERF109,LOC4330829
LOC4337193,247.1987155,176.6494661,192.3067508,84.67074962,107.7369084,94.65000734,38.63706272,19.99885588,185.6974449,213.1227466,1.438911366,0.525454767,0.728181943,-0.665465989,-0.366810296,-0.536256693,-1.261500325,-1.502823842,0.642606062,0.997703007,-1.098146107,7.23E-07,3.41E-06,2.760201667,5.94E-11,8.92E-10,9,-1.098146107,7.23E-07,3.41E-06,2.760201667,5.94E-11,8.92E-10,Os04g0645200,VQ motif-containing protein 11,LOC4337193
LOC4339412,80.04529834,62.91624818,46.80031546,9.621676094,5.713320901,19.76208944,16.42075166,7.367999534,33.24213519,62.833001,1.687336187,1.053134866,0.456444113,-0.920091188,-1.064797637,-0.544643426,-0.668356114,-1.003533331,-0.045546118,1.050052647,-2.455972456,8.63E-07,4.01E-06,2.013043936,0.007199203,0.023768915,9,-2.455972456,8.63E-07,4.01E-06,2.013043936,0.007199203,0.023768915,Os05g0531000,uncharacterized LOC4339412,LOC4339412
LOC4326675,90.63952901,129.4622799,77.43324922,38.48670437,22.03709491,30.16318915,93.6948771,102.0994221,38.97353781,460.2092776,-0.137396158,0.164299545,-0.240023555,-0.542681274,-0.670512928,-0.607364191,-0.113652725,-0.048340117,-0.538898039,2.734569442,-1.715577365,1.03E-06,4.75E-06,1.351014619,0.340421773,0.507857296,9,-1.715577365,1.03E-06,4.75E-06,1.351014619,0.340421773,0.507857296,Os01g0631800,uncharacterized LOC4326675,LOC4326675
LOC4332782,48.26260635,15.72906205,51.90580442,2.886502828,2.448566101,5.200549854,19.31853136,8.420570896,71.06939247,140.9497049,0.265844426,-0.476963006,0.349026098,-0.77018493,-0.780183922,-0.717350498,-0.395008072,-0.643830824,0.786570053,2.382080675,-3.489073021,1.26E-06,5.75E-06,2.930505829,4.21E-06,3.08E-05,9,-3.489073021,1.26E-06,5.75E-06,2.930505829,4.21E-06,3.08E-05,Os03g0339300,peroxidase 70,LOC4332782
LOC4341678,128.3079047,203.2678787,123.3826499,33.67586633,61.21415251,60.3263783,120.740821,149.4651334,8.023963666,219.0664089,0.25158842,1.325518613,0.181025697,-1.104177833,-0.709644652,-0.722363541,0.143176968,0.554702008,-1.471685334,1.551859653,-1.546363873,1.42E-06,6.44E-06,-0.249509013,0.88438761,0.931904398,9,-1.546363873,1.42E-06,6.44E-06,-0.249509013,0.88438761,0.931904398,Os06g0649000,WRKY transcription factor WRKY28-like,LOC4341678
LOC107277220,45.90833287,91.95451658,39.14208202,6.735173265,13.8752079,11.44120968,63.75115349,14.73599907,114.6280524,79.81489316,-0.060206182,1.150215864,-0.238071502,-1.089956146,-0.902265122,-0.966247952,0.408830374,-0.879637393,1.746238061,0.831099997,-2.450699315,2.09E-06,9.26E-06,1.302942515,0.061194814,0.140799369,9,-2.450699315,2.09E-06,9.26E-06,1.302942515,0.061194814,0.140799369,Os10g0389300,red chlorophyll catabolite reductase%2C transcript variant X2,LOC107277220
LOC4325003,42.37692265,75.01552668,65.52044165,10.5838437,17.9561514,15.60164956,32.84150331,38.9451404,34.38841571,68.77666326,0.094820059,1.516866135,1.103170488,-1.290386954,-0.969179551,-1.071763905,-0.320632932,-0.054700812,-0.253234807,1.245042278,-2.046163954,2.10E-06,9.29E-06,0.532643004,0.362154003,0.530175146,9,-2.046163954,2.10E-06,9.29E-06,0.532643004,0.362154003,0.530175146,Os01g0883800,gibberellin 20 oxidase 2-like,LOC4325003
LOC4328416,96.52521271,124.6225685,133.5936278,44.25971003,52.23607681,52.00549854,69.5467129,54.73371083,105.4578082,117.1750559,0.337053559,1.159871195,1.422584377,-1.193516706,-0.959932617,-0.966684992,-0.452998913,-0.886790599,0.598640348,0.941774348,-1.25909686,2.72E-06,1.19E-05,0.840969984,0.024804308,0.066967114,9,-1.25909686,2.72E-06,1.19E-05,0.840969984,0.024804308,0.066967114,Os02g0166800,protein G1-like1%2C transcript variant X1,LOC4328416
LOC9267758,50.61687983,42.34747474,52.75671925,7.697340875,9.794264402,15.60164956,16.42075166,17.89371315,97.43384452,70.47485247,0.417926452,0.141736329,0.489395016,-1.015544591,-0.945509375,-0.751548334,-0.724191117,-0.67499563,1.98156774,1.08116351,-2.152629278,2.91E-06,1.26E-05,2.287967789,1.16E-05,7.83E-05,9,-2.152629278,2.91E-06,1.26E-05,2.287967789,1.16E-05,7.83E-05,Os01g0264600,protein PHYTOCHROME KINASE SUBSTRATE 4,LOC9267758
